Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,"
Co-ordinating Institute",Click here to Join the course,Course ID.1,NPTEL URL.1,Unnamed: 26,description_gemini
noc24-hs70,Humanities and Social Sciences,United Nations Sustainable Development Goals (UN SDGs),Prof. Shiva Ji,IITH,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 20, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_hs57/preview,https://nptel.ac.in/courses/109106200,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs70/preview,noc24_hs70,https://nptel.ac.in/courses/109106200,,
noc24-hs71,Humanities and Social Sciences,???? sam?sa in P??inian grammar- I,Prof. Malhar Kulkarni,IITB,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Jan 29, 2024","Feb 16, 2024",UG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_hs65/preview,https://nptel.ac.in/courses/109101198,,,,,,,IITB,https://onlinecourses.nptel.ac.in/noc24_hs71/preview,noc24_hs71,https://nptel.ac.in/courses/109101198,,
noc24-hs72,Humanities and Social Sciences,Literary Theory and Literary Criticism,Prof. Aysha Viswamohan,IITM,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,English Studies,,https://onlinecourses.nptel.ac.in/noc22_hs94/preview,https://nptel.ac.in/courses/109106084,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs72/preview,noc24_hs72,https://nptel.ac.in/courses/109106084,,
noc24-hs73,Humanities and Social Sciences,English Language for Competitive Exams,Prof. Aysha Viswamohan,IITM,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_hs52/preview,https://nptel.ac.in/courses/109106116,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs73/preview,noc24_hs73,https://nptel.ac.in/courses/109106116,,
noc24-hs74,Humanities and Social Sciences,Learning English in Hindi,Prof. Rajesh Kumar,IITM,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_hs68/preview,https://nptel.ac.in/courses/109106201,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs74/preview,noc24_hs74,https://nptel.ac.in/courses/109106201,,
noc24-hs75,Humanities and Social Sciences,Philosophy and Critical Thinking,Prof. Gyan Prakash,IIT-ISM Dhanbad,,12 weeks,New,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109105396,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_hs75/preview,noc24_hs75,https://nptel.ac.in/courses/109105396,,
noc24-hs77,Humanities and Social Sciences,"Energy Resources, Economics, and Sustainability",Prof. Pratham Arora,IITR,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 20, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109107397,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_hs77/preview,noc24_hs77,https://nptel.ac.in/courses/109107397,,
noc24-hs78,Humanities and Social Sciences,Psychology Of Bilingualism And Multilingualism,Prof. Ark Verma,IITK,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",PG,Elective,Yes,,,,https://nptel.ac.in/courses/109104398,,,,,,,IITK,https://onlinecourses.nptel.ac.in/noc24_hs78/preview,noc24_hs78,https://nptel.ac.in/courses/109104398,,
noc24-hs79,Humanities and Social Sciences,Cognitive Ergonomics,Prof. M. K. Asthana,IITR,,4 Weeks,New,"Feb 19, 2024","Mar 15, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109107399,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_hs79/preview,noc24_hs79,https://nptel.ac.in/courses/109107399,,
noc24-hs80,Humanities and Social Sciences,Sociology and Sanitation: An Introduction,Prof. Ashish Saxena,University of Allahabad,,4 Weeks,New,"Feb 19, 2024","Mar 15, 2024","Apr 21, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109104400,,,,,,,IITK,https://onlinecourses.nptel.ac.in/noc24_hs80/preview,noc24_hs80,https://nptel.ac.in/courses/109104400,,
noc24-hs81,Humanities and Social Sciences,Human Movement Science,"Prof. Shruti Bhandurge
Prof. Subham Badhyal",IITM,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG,Core,No,,,,https://nptel.ac.in/courses/109106401,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs81/preview,noc24_hs81,https://nptel.ac.in/courses/109106401,,
noc24-hs82,Humanities and Social Sciences,Sports and Performance Nutrition,Prof. Geetha Ghaliyavar,IITM,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG,Elective,Yes,,,,https://nptel.ac.in/courses/109106402,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs82/preview,noc24_hs82,https://nptel.ac.in/courses/109106402,,
noc24-hs83,Humanities and Social Sciences,Sports Psychology,"Prof. Chaitanya Sridhar
Prof. Nivedita Rajan
Prof. Priyanka Prabhakar",IITM,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG,Elective,Yes,,,,https://nptel.ac.in/courses/109106403,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs83/preview,noc24_hs83,https://nptel.ac.in/courses/109106403,,
noc24-hs84,Humanities and Social Sciences,Strength & Conditioning for the Indian Population,"Prof. Deckline Leitao
Prof. Varun Suresh Kumar",IITM,,12 weeks,New,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,,https://nptel.ac.in/courses/109106404,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs84/preview,noc24_hs84,https://nptel.ac.in/courses/109106404,,
noc24-hs85,Humanities and Social Sciences,Essentials of Sports Injury Prevention & Rehabilitation,"Col (Dr) Anup Krishnan (Retd)
Wg Cdr (Dr) CS Guru
Lt Col (Dr) Atul Sharma",IITM,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109106405,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs85/preview,noc24_hs85,https://nptel.ac.in/courses/109106405,,
noc24-hs86,Humanities and Social Sciences,Introduction to Exercise Physiology & Sports Performance,"Col (Dr) Anup Krishnan (Retd)
Wg Cdr (Dr) CS Guru
Prof. Pralay Majumdar",IITM,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109106406,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs86/preview,noc24_hs86,https://nptel.ac.in/courses/109106406,,
noc24-hs87,Humanities and Social Sciences,"Fundamentals of Sports Training, Load Management and recovery","Col (Dr) Anup Krishnan (Retd)
Wg Cdr (Dr) CS Guru
Prof. Kaustubh Shedjale",IITM,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109106407,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs87/preview,noc24_hs87,https://nptel.ac.in/courses/109106407,,
noc24-hs88,Humanities and Social Sciences,Forensic Linguistics,Prof. Deepak Mashru,National Forensic Sciences Universtiy (INI),,4 Weeks,New,"Feb 19, 2024","Mar 15, 2024","Apr 21, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/109106408,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_hs88/preview,noc24_hs88,https://nptel.ac.in/courses/109106408,,
noc24-lw01,Law,"Advanced Contracts, Tendering and Public Procurement",Prof. Sairam Bhat,NLSIU,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc22_lw06/preview,https://nptel.ac.in/courses/129106006,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_lw01/preview,noc24_lw01,https://nptel.ac.in/courses/129106006,,
noc24-lw02,Law,IP Management & Technology Transfer,Prof. Gouri Gargate,IITKGP,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_lw01/preview,https://nptel.ac.in/courses/129105007,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_lw02/preview,noc24_lw02,https://nptel.ac.in/courses/129105007,,
noc24-lw03,Law,International Trade Law,Prof. Raju KD,IITKGP,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 21, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Elective,Yes,,,,https://nptel.ac.in/courses/129105409,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_lw03/preview,noc24_lw03,https://nptel.ac.in/courses/129105409,,
noc24-lw04,Law,Centre-State Relations in India,Prof. Uday Shankar,IITKGP,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 28, 2024","Feb 19, 2024","Mar 15, 2024",UG/PG,Core,Yes,,,,https://nptel.ac.in/courses/129105410,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_lw04/preview,noc24_lw04,https://nptel.ac.in/courses/129105410,,
noc24-lw05,Law,Constitution Law and Public Administration in India,Prof. Sairam Bhat,IITM,,12 Weeks,New,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core,Yes,,,,https://nptel.ac.in/courses/129106411,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_lw05/preview,noc24_lw05,https://nptel.ac.in/courses/129106411,,
noc24-ma01,Mathematics,Advanced Computational Techniques,Prof. Somnath Bhattacharyya,IITKGP,,4 Weeks,Rerun,"Jan 22, 2024","Feb 16, 2024","Mar 23, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core/Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma30/preview,https://nptel.ac.in/courses/111105164,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_ma01/preview,noc24_ma01,https://nptel.ac.in/courses/111105164,,
noc24-ma02,Mathematics,Advanced Course on Partial Differential Equations - II,"Prof. A K Nandakumaran
Prof. P.S. Datti",IISc,,8 Weeks,New,"Feb 19, 2024","Apr 12, 2024","Apr 27, 2024","Feb 19, 2024","Mar 15, 2024",PG,Core,Yes,,,,https://nptel.ac.in/courses/111108412,,,,,,,IISc,https://onlinecourses.nptel.ac.in/noc24_ma02/preview,noc24_ma02,https://nptel.ac.in/courses/111108412,,
noc24-ma03,Mathematics,Advanced Engineering Mathematics,Prof. H S Mahato,IITKGP,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,https://onlinecourses.nptel.ac.in/noc23_ma33/preview,https://nptel.ac.in/courses/111105167,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_ma03/preview,noc24_ma03,https://nptel.ac.in/courses/111105167,,
noc24-ma04,Mathematics,Advanced Linear Algebra,Prof. Premananda Bera,IITR,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma17/preview,https://nptel.ac.in/courses/111107164,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_ma04/preview,noc24_ma04,https://nptel.ac.in/courses/111107164,,
noc24-ma05,Mathematics,Advanced Probability Theory,Prof. Niladri Chatterjee,IITD,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma35/preview,https://nptel.ac.in/courses/111102134,,,,,,,IITD,https://onlinecourses.nptel.ac.in/noc24_ma05/preview,noc24_ma05,https://nptel.ac.in/courses/111102134,,
noc24-ma06,Mathematics,Algebra - II,"Prof. Sankaran Viswanath
Prof. Amritanshu Prasad",IMSc,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma14/preview,https://nptel.ac.in/courses/111106151,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma06/preview,noc24_ma06,https://nptel.ac.in/courses/111106151,,
noc24-ma07,Mathematics,Algebraic Combinatorics,"Prof. Amritanshu Prasad
Prof. Sankaran Viswanath",IMSc,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,Algebra,,https://onlinecourses.nptel.ac.in/noc23_ma19/preview,https://nptel.ac.in/courses/111106158,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma07/preview,noc24_ma07,https://nptel.ac.in/courses/111106158,,
noc24-ma08,Mathematics,An Introduction to Hyperbolic Geometry,Prof. Abhijit Pal,IITK,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma37/preview,https://nptel.ac.in/courses/111104164,,,,,,,IITK,https://onlinecourses.nptel.ac.in/noc24_ma08/preview,noc24_ma08,https://nptel.ac.in/courses/111104164,,
noc24-ma09,Mathematics,An introduction to Point-Set-Topology Part-I,Prof. Anant R Shastri,IITB,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma20/preview,https://nptel.ac.in/courses/111101158,,,,,,,IITB,https://onlinecourses.nptel.ac.in/noc24_ma09/preview,noc24_ma09,https://nptel.ac.in/courses/111101158,,
noc24-ma10,Mathematics,An invitation to Topology,Prof. Indrava Roy,IMSc,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,https://onlinecourses.nptel.ac.in/noc22_ma36/preview,https://nptel.ac.in/courses/111106159,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma10/preview,noc24_ma10,https://nptel.ac.in/courses/111106159,,
noc24-ma11,Mathematics,Applied Linear Algebra in AI and ML,Prof. Swanand Khare,IITKGP,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma31/preview,https://nptel.ac.in/courses/111105165,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_ma11/preview,noc24_ma11,https://nptel.ac.in/courses/111105165,,
noc24-ma12,Mathematics,Basic Calculus - 1,Prof. Arindama Singh,IITM,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,Foundations Of Mathematics,,https://onlinecourses.nptel.ac.in/noc23_ma13/preview,https://nptel.ac.in/courses/111106146,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma12/preview,noc24_ma12,https://nptel.ac.in/courses/111106146,,
noc24-ma13,Mathematics,Basic Linear Algebra,Prof. I.K.Rana,IITB,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 23, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,https://onlinecourses.nptel.ac.in/noc23_ma07/preview,https://nptel.ac.in/courses/111101115,,,,,,,IITB,https://onlinecourses.nptel.ac.in/noc24_ma13/preview,noc24_ma13,https://nptel.ac.in/courses/111101115,,
noc24-ma14,Mathematics,Basic Real Analysis,Prof. I. K. Rana,IITB,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,https://onlinecourses.nptel.ac.in/noc23_ma08/preview,https://nptel.ac.in/courses/111101134,,,,,,,IITB,https://onlinecourses.nptel.ac.in/noc24_ma14/preview,noc24_ma14,https://nptel.ac.in/courses/111101134,,
noc24-ma15,Mathematics,Computational Mathematics with SageMath,Prof. Ajit Kumar,"Institute of Chemical Technology, Mumbai",,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core/Elective,Yes,"Algebra
 Foundations Of Mathematics",,https://onlinecourses.nptel.ac.in/noc23_ma16/preview,https://nptel.ac.in/courses/111106149,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma15/preview,noc24_ma15,https://nptel.ac.in/courses/111106149,,
noc24-ma16,Mathematics,Dynamical System and Control,"Prof. N. Sukavanam, Prof. D. N Pandey",IITR,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma18/preview,https://nptel.ac.in/courses/111107118,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_ma16/preview,noc24_ma16,https://nptel.ac.in/courses/111107118,,
noc24-ma17,Mathematics,Engineering Mathematics II,Prof. Jitendra Kumar,IITKGP,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,https://onlinecourses.nptel.ac.in/noc23_ma25/preview,https://nptel.ac.in/courses/111105134,,,,,,,IITKGP,https://onlinecourses.nptel.ac.in/noc24_ma17/preview,noc24_ma17,https://nptel.ac.in/courses/111105134,,
noc24-ma18,Mathematics,Essentials Of Data Science With R Software - 1: Probability And Statistical Inference,Prof. Shalabh,IITK,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core/Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma39/preview,https://nptel.ac.in/courses/111104146,,,,,,,IITK,https://onlinecourses.nptel.ac.in/noc24_ma18/preview,noc24_ma18,https://nptel.ac.in/courses/111104146,,
noc24-ma19,Mathematics,Essentials Of Data Science With R Software - 2: Sampling Theory And Linear Regression Analysis,Prof. Shalabh,IITK,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core/Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma40/preview,https://nptel.ac.in/courses/111104147,,,,,,,IITK,https://onlinecourses.nptel.ac.in/noc24_ma19/preview,noc24_ma19,https://nptel.ac.in/courses/111104147,,
noc24-ma20,Mathematics,First Course on Partial Differential Equations - I,"Prof. A. K. Nandakumaran
Prof. P. S. Datti",IISc,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma41/preview,https://nptel.ac.in/courses/111108144,,,,,,,IISc,https://onlinecourses.nptel.ac.in/noc24_ma20/preview,noc24_ma20,https://nptel.ac.in/courses/111108144,,
noc24-ma21,Mathematics,Fourier Analysis and its applications,Prof. G. K Srinivasan,IITB,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma22/preview,https://nptel.ac.in/courses/111101164,,,,,,,IITB,https://onlinecourses.nptel.ac.in/noc24_ma21/preview,noc24_ma21,https://nptel.ac.in/courses/111101164,,
noc24-ma22,Mathematics,Functional Analysis,Prof. Kesavan,IMSc,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma15/preview,https://nptel.ac.in/courses/111106147,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma22/preview,noc24_ma22,https://nptel.ac.in/courses/111106147,,
noc24-ma23,Mathematics,Graph Theory,Prof. Soumen Maity,IISER PUNE,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,Foundations Of Computing,,https://onlinecourses.nptel.ac.in/noc23_ma01/preview,https://nptel.ac.in/courses/111106102,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma23/preview,noc24_ma23,https://nptel.ac.in/courses/111106102,,
noc24-ma24,Mathematics,Introduction to Algebraic Geometry and Commutative Algebra,Prof. Dilip P. Patil,IISc,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc22_ma06/preview,https://nptel.ac.in/courses/111108136/,,,,,,,IISc,https://onlinecourses.nptel.ac.in/noc24_ma24/preview,noc24_ma24,https://nptel.ac.in/courses/111108136/,,
noc24-ma25,Mathematics,Introduction to Galois Theory,Prof. Krishna Hanumanthu,CMI,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core/Elective,Yes,Algebra,,https://onlinecourses.nptel.ac.in/noc23_ma12/preview,https://nptel.ac.in/courses/111106145,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma25/preview,noc24_ma25,https://nptel.ac.in/courses/111106145,,
noc24-ma26,Mathematics,Introduction to Group Theory,Prof. R. Venkatesh,IISc,,12 Weeks,New,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,,https://nptel.ac.in/courses/111108413,,,,,,,IISc,https://onlinecourses.nptel.ac.in/noc24_ma26/preview,noc24_ma26,https://nptel.ac.in/courses/111108413,,
noc24-ma27,Mathematics,Introduction to Lie algebras,Prof. R. Venkatesh,IISc,,12 Weeks,New,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",PG,Elective,Yes,,,,https://nptel.ac.in/courses/111108414,,,,,,,IISc,https://onlinecourses.nptel.ac.in/noc24_ma27/preview,noc24_ma27,https://nptel.ac.in/courses/111108414,,
noc24-ma28,Mathematics,Introduction To Queueing Theory,Prof. N. Selvaraju,IITG,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 27, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma38/preview,https://nptel.ac.in/courses/111103159,,,,,,,IITG,https://onlinecourses.nptel.ac.in/noc24_ma28/preview,noc24_ma28,https://nptel.ac.in/courses/111103159,,
noc24-ma29,Mathematics,Introduction To Rings And Fields,Prof. Krishna Hanumanthu,CMI,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,"Algebra
 Foundations Of Mathematics",,https://onlinecourses.nptel.ac.in/noc23_ma02/preview,https://nptel.ac.in/courses/111106131,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma29/preview,noc24_ma29,https://nptel.ac.in/courses/111106131,,
noc24-ma30,Mathematics,Introduction to Statistics,Prof. Sameen Naqvi,IIT Hyderabad,,12 Weeks,New,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",PG,Core,Yes,,,,https://nptel.ac.in/courses/111106415,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma30/preview,noc24_ma30,https://nptel.ac.in/courses/111106415,,
noc24-ma31,Mathematics,Linear Algebra,Prof. Pranav Haridas,Kerala School of Mathematics,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,"Algebra
 Foundations Of Mathematics",,https://onlinecourses.nptel.ac.in/noc23_ma03/preview,https://nptel.ac.in/courses/111106135,,,,,,,IITM,https://onlinecourses.nptel.ac.in/noc24_ma31/preview,noc24_ma31,https://nptel.ac.in/courses/111106135,,
noc24-ma32,Mathematics,Mathematical Modelling: Analysis and Applications,Prof. Ameeya Kumar Nayak,IITR,,4 Weeks,Rerun,"Jan 22, 2024","Feb 16, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Core,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma10/preview,https://nptel.ac.in/courses/111107113,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_ma32/preview,noc24_ma32,https://nptel.ac.in/courses/111107113,,
noc24-ma33,Mathematics,Multivariable Calculus,Prof. S. K. Gupta & Prof. Sanjeev Kumar,IITR,,8 Weeks,Rerun,"Jan 22, 2024","Mar 15, 2024","Mar 24, 2024","Jan 29, 2024","Feb 16, 2024",UG,Core,No,,,https://onlinecourses.nptel.ac.in/noc23_ma09/preview,https://nptel.ac.in/courses/111107108,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_ma33/preview,noc24_ma33,https://nptel.ac.in/courses/111107108,,
noc24-ma34,Mathematics,Numerical Analysis,Prof. S. Baskar,IITB,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 21, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma44/preview,https://nptel.ac.in/courses/111101165,,,,,,,IITB,https://onlinecourses.nptel.ac.in/noc24_ma34/preview,noc24_ma34,https://nptel.ac.in/courses/111101165,,
noc24-ma35,Mathematics,Numerical Linear Algebra,"Prof. P.N. Agrawal, Prof. D. N Pandey",IITR,,12 Weeks,Rerun,"Jan 22, 2024","Apr 12, 2024","Apr 28, 2024","Jan 29, 2024","Feb 16, 2024",UG/PG,Elective,Yes,,,https://onlinecourses.nptel.ac.in/noc23_ma05/preview,https://nptel.ac.in/courses/111107106,,,,,,,IITR,https://onlinecourses.nptel.ac.in/noc24_ma35/preview,noc24_ma35,https://nptel.ac.in/courses/111107106,,
